query,position,title,source,publication_date,snippet,publication_url,domain,result_type,relevance_comment,story_cluster,google_news_url
лобов вадим университет синергия,14,"Друзья Шварценеггера: Как владельцы университета ""Синергия"" зарабатывают миллиарды",Портал РЕПОСТ,2022-10-24T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQVGFtTTQ2Rnd4NEhsSnhxWEhTcVcxTko1X2g2OWs1SDNiVVM1anJlZF9CUVZGOFdyTGxEbFJ6R0xmTnN0ZHJvSWZXaW1wV1lRbko0eEd2bHhHWmFSd29oUWNNMkNTQUJzcVRHSGljQ180Z0psc1pJa1g5NFM5azM3Xzg0T0dXMGZGNy1TSVBtSGV5ejBmaHdVc2R0WVJEMUJadFM5OTBMa2FnQVNzZFh3U1hXRUZ1OUtXcnk4Nk93NXQ?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQVGFtTTQ2Rnd4NEhsSnhxWEhTcVcxTko1X2g2OWs1SDNiVVM1anJlZF9CUVZGOFdyTGxEbFJ6R0xmTnN0ZHJvSWZXaW1wV1lRbko0eEd2bHhHWmFSd29oUWNNMkNTQUJzcVRHSGljQ180Z0psc1pJa1g5NFM5azM3Xzg0T0dXMGZGNy1TSVBtSGV5ejBmaHdVc2R0WVJEMUJadFM5OTBMa2FnQVNzZFh3U1hXRUZ1OUtXcnk4Nk93NXQ?oc=5
лобов вадим университет синергия,15,Мошенничество под прикрытием ВУЗа: как разводят на деньги студентов «Синергии»,Портал РЕПОСТ,2022-11-15T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMirgFBVV95cUxPQ29nUXM4NGNYMUd1N2ZVcG1ndlVmMnpwWHRKODRjbTRuTnpZSE1OT25jMWl0Qy1ZbUs3ZXA0aEU5d2F3OUt6N3VDdHV3dHRZWmpuVEpBM21Yam5xMmM0WW1UYlJWemMweFh5SnVsQ1R4NVBCNmNaSF9uMGVGcHRwRGZLR1hpZUlTRHc3R3pPd0lQS2hRMXR5cG9BdDVOdXpONVgySkp4RzFUSi1Jemc?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMirgFBVV95cUxPQ29nUXM4NGNYMUd1N2ZVcG1ndlVmMnpwWHRKODRjbTRuTnpZSE1OT25jMWl0Qy1ZbUs3ZXA0aEU5d2F3OUt6N3VDdHV3dHRZWmpuVEpBM21Yam5xMmM0WW1UYlJWemMweFh5SnVsQ1R4NVBCNmNaSF9uMGVGcHRwRGZLR1hpZUlTRHc3R3pPd0lQS2hRMXR5cG9BdDVOdXpONVgySkp4RzFUSi1Jemc?oc=5
лобов вадим синергия,1,"Вадим Георгиевич Лобов и корпорация ""Синергия"" в фокусе внимания моего очередного подкаста ЖЗЛ Ростокин. Digital",Sostav.ru,2026-07-12T21:04:52+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiUkFVX3lxTE02TGRBVnpSSjBGcmtsSWtrWWdjWkR6OWdkRWlhSlN2Wk5zTHpNenYzZ2VFTnZkZ1MzTVZsM3haRFE4N2RmUkliUkliUWNqaURQTEE?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiUkFVX3lxTE02TGRBVnpSSjBGcmtsSWtrWWdjWkR6OWdkRWlhSlN2Wk5zTHpNenYzZ2VFTnZkZ1MzTVZsM3haRFE4N2RmUkliUkliUWNqaURQTEE?oc=5
лобов вадим синергия,2,Президент «Синергии» Лобов: «Грамотная миграционная политика—решение проблемы кадров»,Forbes.ru,2025-12-29T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMitAFBVV95cUxPdEhLd1RPNXZ4Y1pNYmFxTmZWZDV4SmFnTmNnRWRuWk83ZWFHemp1TzRpYURQaEJaemFPeGxzM1JlUU5ZUHJqN0ZRVExjcHFpMjVMNWJVcUx3OHJDNVBNZmVFb0VGeTNtNks3N1BpNm1oSWYwSVVyWG9yaHNwV180U2FQUXFXbS13UU9uUzlUUk05dEZwbUR0UDg5by1PM1N4ZjFFTjhMVXpKMnpuWUI4RXpmYzc?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMitAFBVV95cUxPdEhLd1RPNXZ4Y1pNYmFxTmZWZDV4SmFnTmNnRWRuWk83ZWFHemp1TzRpYURQaEJaemFPeGxzM1JlUU5ZUHJqN0ZRVExjcHFpMjVMNWJVcUx3OHJDNVBNZmVFb0VGeTNtNks3N1BpNm1oSWYwSVVyWG9yaHNwV180U2FQUXFXbS13UU9uUzlUUk05dEZwbUR0UDg5by1PM1N4ZjFFTjhMVXpKMnpuWUI4RXpmYzc?oc=5
лобов вадим синергия,3,они свяжут главные точки обители в единую маршрутную сеть для паломников,Журнал ФОМА,2026-07-15T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPVDhjbjFxQzJmYmNoeVM2MVZCNndMUk5GM3Z0OUFZelBzYzhzbWpWUFh1SWUxeklvWEFBd0h2VnpjUUF1eXg0MjRqeTk2dHhDZWFUVmVsYkxpeVNVWDNqMFk5NEhKUkNKZG1UdXVING1kWnAzUWtkLVpPMG9HdlB2ZjVqN3lOZENEcnRQajFKR2lSSG1jMWRRLUN2MVUyNHNhSENiOGt5TVpsbTJkVXAxUGd3QW5nZEJ0M1FjNmJNLUNKdXV4LWVCeGgzcENVWG45cWJjU2NXNWc4TmZ0UEFoSU1kRmZYMHUwdl9B?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMi6wFBVV95cUxPVDhjbjFxQzJmYmNoeVM2MVZCNndMUk5GM3Z0OUFZelBzYzhzbWpWUFh1SWUxeklvWEFBd0h2VnpjUUF1eXg0MjRqeTk2dHhDZWFUVmVsYkxpeVNVWDNqMFk5NEhKUkNKZG1UdXVING1kWnAzUWtkLVpPMG9HdlB2ZjVqN3lOZENEcnRQajFKR2lSSG1jMWRRLUN2MVUyNHNhSENiOGt5TVpsbTJkVXAxUGd3QW5nZEJ0M1FjNmJNLUNKdXV4LWVCeGgzcENVWG45cWJjU2NXNWc4TmZ0UEFoSU1kRmZYMHUwdl9B?oc=5
лобов вадим синергия,4,Вадим Лобов и корпорация «Синергия» запустили выставку «За тридевять земель» на ВДНХ как новое прочтение классики русского искусства с поддержкой мультимедиа форматов — SMINEWS,SMINEWS,2025-11-03T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiO0FVX3lxTE5BTXZMclE0TlZmanBCTjFfYkI5d3BNUTNSMmtlSk9IOUhRYzY0TEF4QjRMbmcxcWF3cEgw?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiO0FVX3lxTE5BTXZMclE0TlZmanBCTjFfYkI5d3BNUTNSMmtlSk9IOUhRYzY0TEF4QjRMbmcxcWF3cEgw?oc=5
лобов вадим синергия,5,Вадим Лобов как президент корпорации Синергия сообщил о создании Центра русского языка в Ираке,Отдел N,2025-11-01T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPZHZqYzN0X1laMzhMQUdmb01rSWo5Mm5uLVlGUG5DOWFJdm9rZ0hGYldaZHpRa1RabnFfMEJvZHRVUnNWRGd3OXdYNHJpSG1uczNxVjhKNzNUT2pxcG9uenF0eHM2dFEzSzZxeGJKWEpMQms2X0xkdlNRbHpralVidFpBSVo1SUt0SXBsRmpVbF9veVFEaldReEQ3czVwXzBZTUphUVZwYXBGZ196cmJfYVdQaXVQenRIRjNUVkRtaTh2dUY1MHRBaXk5MW9ieTF3WHBSaA?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPZHZqYzN0X1laMzhMQUdmb01rSWo5Mm5uLVlGUG5DOWFJdm9rZ0hGYldaZHpRa1RabnFfMEJvZHRVUnNWRGd3OXdYNHJpSG1uczNxVjhKNzNUT2pxcG9uenF0eHM2dFEzSzZxeGJKWEpMQms2X0xkdlNRbHpralVidFpBSVo1SUt0SXBsRmpVbF9veVFEaldReEQ3czVwXzBZTUphUVZwYXBGZ196cmJfYVdQaXVQenRIRjNUVkRtaTh2dUY1MHRBaXk5MW9ieTF3WHBSaA?oc=5
лобов вадим синергия,6,Университет «Синергия» помогает ветеранам СВО Ростовской области получить новую профессию и адаптироваться к мирной жизни,zarya-egorlik.ru,2026-01-20T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMi6AFBVV95cUxQWHcyU2hoLUtYODNzUnpCYkF0cFpEQ090enJtbjVKc1l3cWkwRVJ3WS1QaTR5cFhhdVVqaHhBN0xzOGRpTDktc0JfdXNIWm9MRm5VcHE5aUpDdUlKYzgtb2t6WmlmNWsySXp4SWxhalVSNjFKeUFna1hVRHlBSGw4X0F4R1JTMncyVjV0bDhCOUphN2ZtNzVBVWVpWjBjS3R4eUo3RlVIRllJbjZrWGlocHM4S0hSQ0dzdlZ4NVVReTcyXzQ3c05seVhRWGpjaFBJd0E0Rk9FZW5ZVkJ3RU1UelY4UEhQOW0z?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMi6AFBVV95cUxQWHcyU2hoLUtYODNzUnpCYkF0cFpEQ090enJtbjVKc1l3cWkwRVJ3WS1QaTR5cFhhdVVqaHhBN0xzOGRpTDktc0JfdXNIWm9MRm5VcHE5aUpDdUlKYzgtb2t6WmlmNWsySXp4SWxhalVSNjFKeUFna1hVRHlBSGw4X0F4R1JTMncyVjV0bDhCOUphN2ZtNzVBVWVpWjBjS3R4eUo3RlVIRllJbjZrWGlocHM4S0hSQ0dzdlZ4NVVReTcyXzQ3c05seVhRWGpjaFBJd0E0Rk9FZW5ZVkJ3RU1UelY4UEhQOW0z?oc=5
лобов вадим синергия,7,"Лобов Вадим Георгиевич выдоил миллиарды, прикрываясь «Синергией» и физиономией рэпера Басты",nabludatel.od.ua,2026-07-06T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMid0FVX3lxTE1kZmtHdEhMVTUtdFRDLXZabUtUX1lrY3JMcm1XX3lGU0l6S1ZPSERsV2F2dnpENEJodjJXTXB4bzZ2NjJHQXpydUlVSVpQRnN1SDcxbmMxR1hBdmFUZzRGbGJXajRHNFFIX0p5UFBGTVlMdXAzUVRv?oc=5,news.google.com,Новостная публикация (Google News RSS),Средняя: большая часть значимых слов запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMid0FVX3lxTE1kZmtHdEhMVTUtdFRDLXZabUtUX1lrY3JMcm1XX3lGU0l6S1ZPSERsV2F2dnpENEJodjJXTXB4bzZ2NjJHQXpydUlVSVpQRnN1SDcxbmMxR1hBdmFUZzRGbGJXajRHNFFIX0p5UFBGTVlMdXAzUVRv?oc=5
лобов вадим синергия,8,Шарашкин «университет Синергия» и его мошенник-собственник Вадим Лобов озолотится на уклонистах и халтурщиках,Портал РЕПОСТ,2024-07-12T12:04:18+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQX2ozaHcyckQ3SlFFVXFLd2RaQUhTOE1TWlVDRTBxRjZ2cWIzeTNITmlDb0ZMaVpRTlpYYVdFUkVENW84azVZdVoxV0duQ2c5NUxUcm5fWGVQUGtZWElDZ0JfNm0wQTh4cEVZcGI1NWE0dUJxSXZlQUtHN0JFYXczRzlsa2RFOHFHMWpPZTQ3V3BtQ2trZ3FfcldBX0trRWZqMFBNdU5DSzBTSWIwRFRGM0VVOEpiRGN4UmYxUFc1VDF6b1VjMVg0Sk4tYldyMXNiYmVIUXF0M2xXY2FRQ0JZ?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQX2ozaHcyckQ3SlFFVXFLd2RaQUhTOE1TWlVDRTBxRjZ2cWIzeTNITmlDb0ZMaVpRTlpYYVdFUkVENW84azVZdVoxV0duQ2c5NUxUcm5fWGVQUGtZWElDZ0JfNm0wQTh4cEVZcGI1NWE0dUJxSXZlQUtHN0JFYXczRzlsa2RFOHFHMWpPZTQ3V3BtQ2trZ3FfcldBX0trRWZqMFBNdU5DSzBTSWIwRFRGM0VVOEpiRGN4UmYxUFc1VDF6b1VjMVg0Sk4tYldyMXNiYmVIUXF0M2xXY2FRQ0JZ?oc=5
лобов вадим синергия,9,Вадим Лобов: предприниматель и создатель «Синергии»,Вести Подмосковья,2024-05-28T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMid0FVX3lxTFB5VTNxSDlWSnl4U1p2ekhSa2YtMHlqcV9QZlh0Szl6QVAzTXE0eU4xZTdHM1FmRzA0MlFrTG03MWR1VlJLWWw3M2kzc0FNNzZYN3hpY2YtTmhzd2dwYlVmd1FMR0ZvazAtdGl4OVhNOEJXT1lUVGN30gF8QVVfeXFMTk5WOWxwNk9zODV5cnRRZnN5WjhHSHRFSnhPYm9jNWxXZW9EcVd5ODJUSUFEbThKTzVvcHBxSWtwNVRiR19wZDVFb0Q3VEJhd21OMVZ5cnZoS1FkaDQ4a2lRbVdyWHc1b2pFUmw4dm5uN2FBN0pqOTJoZ3FOUA?oc=5,news.google.com,Новостная публикация (Google News RSS),Средняя: большая часть значимых слов запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMid0FVX3lxTFB5VTNxSDlWSnl4U1p2ekhSa2YtMHlqcV9QZlh0Szl6QVAzTXE0eU4xZTdHM1FmRzA0MlFrTG03MWR1VlJLWWw3M2kzc0FNNzZYN3hpY2YtTmhzd2dwYlVmd1FMR0ZvazAtdGl4OVhNOEJXT1lUVGN30gF8QVVfeXFMTk5WOWxwNk9zODV5cnRRZnN5WjhHSHRFSnhPYm9jNWxXZW9EcVd5ODJUSUFEbThKTzVvcHBxSWtwNVRiR19wZDVFb0Q3VEJhd21OMVZ5cnZoS1FkaDQ4a2lRbVdyWHc1b2pFUmw4dm5uN2FBN0pqOTJoZ3FOUA?oc=5
лобов вадим синергия,10,Интервью с президентом «Синергии»: «Будем привлекать молодежь к правовому просвещению школьников» - новости Право.ру,ПРАВО.Ru,2024-07-05T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiREFVX3lxTE9ZamJ6UWFycHMxUTVveUwwOXVzT0xQNl9pWGdJMnY1UG9OaXpNYzdyMUFLS3RSWlI1Ull1RlVrZzZ4YlRB0gFKQVVfeXFMUGY4X250YzdQcldPTFk0akVmcFBMLUZvZ1d6eEYzWmtPZWJleVpmUGVQMUtmS255Y1o3TGZFOEtxWXN4R1RIMkk1MVE?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiREFVX3lxTE9ZamJ6UWFycHMxUTVveUwwOXVzT0xQNl9pWGdJMnY1UG9OaXpNYzdyMUFLS3RSWlI1Ull1RlVrZzZ4YlRB0gFKQVVfeXFMUGY4X250YzdQcldPTFk0akVmcFBMLUZvZ1d6eEYzWmtPZWJleVpmUGVQMUtmS255Y1o3TGZFOEtxWXN4R1RIMkk1MVE?oc=5
лобов вадим синергия,11,Выставка «За тридевять земель»: мультимедийное погружение в шедевры русского искусства на ВДНХ при поддержке Вадима Лобова — Осетия ТВ,Осетия ТВ,2025-09-10T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMi6wFBVV95cUxOQldsZlZCRDM3UDV0UzhxeXlmUVI4R1ZuRnQzZEhlT2wzRFEtaWdpZEY5cUNPN3pNRXB0d01lbFFRQVhGMS1BR00wVjY3M2FCWW9abzdQblc3M2hQLVdmYVpiTFd5cVludWpleHhHM0NQT1NQOWpMMWM4amtJT1BLNnNrMXFRRW04RE8ycmlEUU1hM2J0SDU2d3l2bGk2OXNTVW9SWE1rNEZJMjRKMVVmVmpRWXpvMDJHRjFMYXNoaFhBWlBlaTQwVzhqRHJqTkZSR3BNaDZCMGFvUi16Z1hoc3g1V2NkcmVkeUVR?oc=5,news.google.com,Новостная публикация (Google News RSS),Средняя: большая часть значимых слов запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMi6wFBVV95cUxOQldsZlZCRDM3UDV0UzhxeXlmUVI4R1ZuRnQzZEhlT2wzRFEtaWdpZEY5cUNPN3pNRXB0d01lbFFRQVhGMS1BR00wVjY3M2FCWW9abzdQblc3M2hQLVdmYVpiTFd5cVludWpleHhHM0NQT1NQOWpMMWM4amtJT1BLNnNrMXFRRW04RE8ycmlEUU1hM2J0SDU2d3l2bGk2OXNTVW9SWE1rNEZJMjRKMVVmVmpRWXpvMDJHRjFMYXNoaFhBWlBlaTQwVzhqRHJqTkZSR3BNaDZCMGFvUi16Z1hoc3g1V2NkcmVkeUVR?oc=5
лобов вадим синергия,12,Президент корпорации Синергия Вадим Георгиевич Лобов объявил о выходе на образовательный рынок Африки,Мегаполис — Городская сеть информирования и взаимопомощи,2024-02-03T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiywFBVV95cUxPQWF3X2tTRzJ4SS1ETkxqX09IYXdxWjBSUWtmSHZzSFEyQjJaWWQzcmxRSTRBQVNTMmJLY2ZGNHVpUG16bjVDeTB6NUZUdXZqM2FMQWFLQV9Sc3QyV3dTMXptVTRHWFB6TXVTU0dudm5UWEZuSXJPbTJTd3dzZC1hbFFUM0dGMEw3LWdrdVZydzNER0QwREJuSnZRLTByWWctZXpaaEtORWRZQ1J2T2tGX0xyZ1I1S2c1V3R3ZjRMUDhMSDRjdm9XY3hPYw?oc=5,news.google.com,Новостная публикация (Google News RSS),Высокая: все значимые слова запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiywFBVV95cUxPQWF3X2tTRzJ4SS1ETkxqX09IYXdxWjBSUWtmSHZzSFEyQjJaWWQzcmxRSTRBQVNTMmJLY2ZGNHVpUG16bjVDeTB6NUZUdXZqM2FMQWFLQV9Sc3QyV3dTMXptVTRHWFB6TXVTU0dudm5UWEZuSXJPbTJTd3dzZC1hbFFUM0dGMEw3LWdrdVZydzNER0QwREJuSnZRLTByWWctZXpaaEtORWRZQ1J2T2tGX0xyZ1I1S2c1V3R3ZjRMUDhMSDRjdm9XY3hPYw?oc=5
лобов вадим синергия,13,"Как устроен бизнес крупнейшего частного вуза ""Синергия"" • Проект.",Проект медиа,2018-10-22T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5vX2xHNjlndkVobkFLR3lMbHlLQjQtQUNXSTR0eGxORDE4ZDRaYVZOMktUaE82RXRRSzJXejg0dll2VUNNb1I0LThHdW5qM0w0eVNucVJtUXY2aWY5VXNCc01ZZlZyT2s?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5vX2xHNjlndkVobkFLR3lMbHlLQjQtQUNXSTR0eGxORDE4ZDRaYVZOMktUaE82RXRRSzJXejg0dll2VUNNb1I0LThHdW5qM0w0eVNucVJtUXY2aWY5VXNCc01ZZlZyT2s?oc=5
лобов вадим синергия,14,Вадим Лобов: «Якутский колледж цифровых профессий поможет республике готовить кадры для креативной экономики»,SakhaDay,2024-08-12T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMizwFBVV95cUxPNXk2bFRPZG92bnpPSkZkT1NEVnNUVGt0Wk94anpnc1VqdE03M1g4S3lJOFpHR050bGRLU0h2RHhmQ1ZEXzY5eWJ1S19WSml3dUtfZGVvUF93eG9UTE5DUnFJbVJZTldoQm01X0hOU3pCT2dzVXlXdjNXenJtUmg1RWJkV1M2RXRjOE5GaHJFSzhqd0REX3VKQ25sOGxHQ1djZ2NGTXFmd3QtVmRNMThpV0ZidnpSWUUtNTgwd2R5TW42NEFua3czczgyeHN0czg?oc=5,news.google.com,Новостная публикация (Google News RSS),Средняя: большая часть значимых слов запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMizwFBVV95cUxPNXk2bFRPZG92bnpPSkZkT1NEVnNUVGt0Wk94anpnc1VqdE03M1g4S3lJOFpHR050bGRLU0h2RHhmQ1ZEXzY5eWJ1S19WSml3dUtfZGVvUF93eG9UTE5DUnFJbVJZTldoQm01X0hOU3pCT2dzVXlXdjNXenJtUmg1RWJkV1M2RXRjOE5GaHJFSzhqd0REX3VKQ25sOGxHQ1djZ2NGTXFmd3QtVmRNMThpV0ZidnpSWUUtNTgwd2R5TW42NEFua3czczgyeHN0czg?oc=5
лобов вадим синергия,15,Рост EdTech-выручки «Синергии» трехкратно превысил средний показатель рынка,TAdviser,2024-04-26T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMinAJBVV95cUxQc2tHMnRUVnFsR3VNa2RtMEZzeEw0OENCR1NhMUc4bV9zM3hzSXVQcFFZMDIxYnpLaWtMajk0TU5VVGdVZ2FUU1Vac1JqTlcwWFhfVFp2Q3pxdGh4eTFHTXBHLW9TdWFSSzNDLU81bHVzY3g0alBaWWJOd3p3WE82V3JNYU1RMEZtTkFVTjNyamUwWGpSSndMM0tRY1lzb3dzWS1kN2hyTUt2Q3U5WUZpRjBDOHZjTEZKUGpib0Y2aWYzU1ZWSXkyRW12dFpYbTlNRVk0MWl2LVVfOEk4NjdxQTkxUW5MdEJnTXFmWEtBN25ZanZhQm56a2NZTkxQa3d1OWdWR0xuS2I2ZHUyX092RWRsZXhFdEVZN0NySQ?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMinAJBVV95cUxQc2tHMnRUVnFsR3VNa2RtMEZzeEw0OENCR1NhMUc4bV9zM3hzSXVQcFFZMDIxYnpLaWtMajk0TU5VVGdVZ2FUU1Vac1JqTlcwWFhfVFp2Q3pxdGh4eTFHTXBHLW9TdWFSSzNDLU81bHVzY3g0alBaWWJOd3p3WE82V3JNYU1RMEZtTkFVTjNyamUwWGpSSndMM0tRY1lzb3dzWS1kN2hyTUt2Q3U5WUZpRjBDOHZjTEZKUGpib0Y2aWYzU1ZWSXkyRW12dFpYbTlNRVk0MWl2LVVfOEk4NjdxQTkxUW5MdEJnTXFmWEtBN25ZanZhQm56a2NZTkxQa3d1OWdWR0xuS2I2ZHUyX092RWRsZXhFdEVZN0NySQ?oc=5
лобов вадим синергия,16,Вадим Георгиевич Лобов: Наши студенты смогут получить два диплома — «Синергии» и ведущего университета страны БРИКС | Россия-Онлайн,russia-on.ru,2024-02-12T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiREFVX3lxTE4yT3Fqd3RIdk4tOHIzWmVPMlY2RWNvMXJpS2hTYXdkamFwVVNJS3RBYWhGQlFSR1gyb0tuX3BydUowQXRs?oc=5,news.google.com,Новостная публикация (Google News RSS),Средняя: большая часть значимых слов запроса есть в заголовке.,Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiREFVX3lxTE4yT3Fqd3RIdk4tOHIzWmVPMlY2RWNvMXJpS2hTYXdkamFwVVNJS3RBYWhGQlFSR1gyb0tuX3BydUowQXRs?oc=5
лобов вадим синергия,17,Предновогодний гала-вечер «Хрустальная симфония» Корпорации «Синергия» и Posta-Magazine,Posta-Magazine,2024-12-16T08:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMibkFVX3lxTE1iVDVLY2EyLUNvR2xXMXZBa2l0SDhUR2ZsOGQ1dTRIX2xkZldsMGpoUWpMX1BvRjNoUlIwdXhiS1hvZTZjdVR1YkxucnRoRWwxTWJQb1pqLTZZSmdUSEUtQ1FMNGpJcnd5Z3l4aS1R?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMibkFVX3lxTE1iVDVLY2EyLUNvR2xXMXZBa2l0SDhUR2ZsOGQ1dTRIX2xkZldsMGpoUWpMX1BvRjNoUlIwdXhiS1hvZTZjdVR1YkxucnRoRWwxTWJQb1pqLTZZSmdUSEUtQ1FMNGpJcnd5Z3l4aS1R?oc=5
лобов вадим синергия,18,"Друзья Шварценеггера: Как владельцы университета ""Синергия"" зарабатывают миллиарды",Портал РЕПОСТ,2022-10-24T07:00:00+00:00,сниппет Google недоступен,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQVGFtTTQ2Rnd4NEhsSnhxWEhTcVcxTko1X2g2OWs1SDNiVVM1anJlZF9CUVZGOFdyTGxEbFJ6R0xmTnN0ZHJvSWZXaW1wV1lRbko0eEd2bHhHWmFSd29oUWNNMkNTQUJzcVRHSGljQ180Z0psc1pJa1g5NFM5azM3Xzg0T0dXMGZGNy1TSVBtSGV5ejBmaHdVc2R0WVJEMUJadFM5OTBMa2FnQVNzZFh3U1hXRUZ1OUtXcnk4Nk93NXQ?oc=5,news.google.com,Новостная публикация (Google News RSS),"Низкая: Google News показал результат, но заголовок слабо совпадает с запросом.",Не определено: Google News RSS не передаёт признак сюжета.,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQVGFtTTQ2Rnd4NEhsSnhxWEhTcVcxTko1X2g2OWs1SDNiVVM1anJlZF9CUVZGOFdyTGxEbFJ6R0xmTnN0ZHJvSWZXaW1wV1lRbko0eEd2bHhHWmFSd29oUWNNMkNTQUJzcVRHSGljQ180Z0psc1pJa1g5NFM5azM3Xzg0T0dXMGZGNy1TSVBtSGV5ejBmaHdVc2R0WVJEMUJadFM5OTBMa2FnQVNzZFh3U1hXRUZ1OUtXcnk4Nk93NXQ?oc=5
